[2026-01-20 05:41:47,631][INFO] copytrade 启动 | poll_interval=60.0s
[2026-01-20 07:31:31,082][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:31:31,423][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:31:31,423][INFO] no token updates, total=4
[2026-01-20 07:32:31,749][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:32:32,048][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:32:32,369][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:32:32,369][INFO] no token updates, total=4
[2026-01-20 07:33:32,686][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:33:32,985][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:33:33,251][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:33:33,252][INFO] no token updates, total=4
[2026-01-20 07:34:33,555][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:34:33,891][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:34:34,132][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:34:34,132][INFO] no token updates, total=4
[2026-01-20 07:35:34,441][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:35:34,750][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:35:34,996][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:35:34,996][INFO] no token updates, total=4
[2026-01-20 07:36:35,327][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:36:35,619][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=2 normalized=1 since_ms=1768910940000
[2026-01-20 07:36:35,950][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:36:35,952][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=4)
[2026-01-20 07:37:36,278][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:37:36,600][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:37:36,912][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:37:36,913][INFO] no token updates, total=4
[2026-01-20 07:38:37,270][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:38:37,575][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:38:37,917][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:38:37,917][INFO] no token updates, total=4
[2026-01-20 07:39:38,231][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:39:38,579][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:39:38,886][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:39:38,886][INFO] no token updates, total=4
[2026-01-20 07:40:39,189][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:40:39,516][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:40:39,810][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:40:39,810][INFO] no token updates, total=4
[2026-01-20 07:41:40,109][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:41:40,429][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:41:40,729][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:41:40,730][INFO] no token updates, total=4
[2026-01-20 07:42:41,026][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:42:41,363][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:42:41,675][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:42:41,675][INFO] no token updates, total=4
[2026-01-20 07:43:41,994][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:43:42,314][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:43:42,608][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:43:42,608][INFO] no token updates, total=4
[2026-01-20 07:44:42,914][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:44:43,246][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:44:43,551][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:44:43,552][INFO] no token updates, total=4
[2026-01-20 07:45:43,906][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:45:44,216][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:45:44,559][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:45:44,559][INFO] no token updates, total=4
[2026-01-20 07:46:44,872][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:46:45,182][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:46:45,488][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:46:45,488][INFO] no token updates, total=4
[2026-01-20 07:47:45,819][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:47:46,149][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:47:46,471][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:47:46,472][INFO] no token updates, total=4
[2026-01-20 07:48:46,800][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:48:47,110][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:48:47,432][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:48:47,432][INFO] no token updates, total=4
[2026-01-20 07:49:47,748][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:49:48,044][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:49:48,334][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:49:48,334][INFO] no token updates, total=4
[2026-01-20 07:50:48,629][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:50:48,956][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:50:49,214][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:50:49,214][INFO] no token updates, total=4
[2026-01-20 07:51:49,549][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:51:49,871][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:51:50,129][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:51:50,129][INFO] no token updates, total=4
[2026-01-20 07:52:50,457][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:52:50,777][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:52:51,023][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:52:51,023][INFO] no token updates, total=4
[2026-01-20 07:53:51,332][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:53:51,654][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:53:51,900][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:53:51,900][INFO] no token updates, total=4
[2026-01-20 07:54:52,228][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:54:52,514][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:54:52,832][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:54:52,832][INFO] no token updates, total=4
[2026-01-20 07:55:53,149][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:55:53,488][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:55:53,806][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:55:53,806][INFO] no token updates, total=4
[2026-01-20 07:56:54,141][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:56:54,454][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:56:54,751][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:56:54,752][INFO] no token updates, total=4
[2026-01-20 07:57:55,067][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:57:55,398][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:57:55,698][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:57:55,698][INFO] no token updates, total=4
[2026-01-20 07:58:56,012][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:58:56,319][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:58:56,626][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:58:56,626][INFO] no token updates, total=4
[2026-01-20 07:59:56,966][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:59:57,295][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 07:59:57,614][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:59:57,614][INFO] no token updates, total=4
[2026-01-20 08:00:57,930][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:00:58,269][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:00:58,586][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:00:58,587][INFO] no token updates, total=4
[2026-01-20 08:01:58,903][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:01:59,246][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:01:59,602][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:01:59,602][INFO] no token updates, total=4
[2026-01-20 08:02:59,960][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:03:00,269][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:03:00,583][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:03:00,584][INFO] no token updates, total=4
[2026-01-20 08:04:00,891][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:04:01,199][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:04:01,531][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:04:01,535][INFO] no token updates, total=4
[2026-01-20 08:05:01,871][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:05:02,251][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:05:02,577][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:05:02,577][INFO] no token updates, total=4
[2026-01-20 08:06:02,920][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:06:03,228][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:06:03,555][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:06:03,555][INFO] no token updates, total=4
[2026-01-20 08:07:03,886][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:07:04,234][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:07:04,528][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:07:04,529][INFO] no token updates, total=4
[2026-01-20 08:08:04,854][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:08:05,188][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:08:05,492][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:08:05,493][INFO] no token updates, total=4
[2026-01-20 08:09:05,838][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:09:06,173][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:09:06,497][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:09:06,498][INFO] no token updates, total=4
[2026-01-20 08:10:06,819][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:10:07,149][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:10:07,449][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:10:07,449][INFO] no token updates, total=4
[2026-01-20 08:11:07,763][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:11:08,077][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:11:08,381][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:11:08,381][INFO] no token updates, total=4
[2026-01-20 08:12:08,686][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:12:09,001][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:12:09,322][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:12:09,322][INFO] no token updates, total=4
[2026-01-20 08:13:09,641][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:13:09,944][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:13:10,188][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:13:10,189][INFO] no token updates, total=4
[2026-01-20 08:14:10,505][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:14:10,821][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:14:11,080][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:14:11,081][INFO] no token updates, total=4
[2026-01-20 08:15:11,418][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:15:11,733][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:15:11,971][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:15:11,971][INFO] no token updates, total=4
[2026-01-20 08:16:12,272][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:16:12,580][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:16:12,893][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:16:12,893][INFO] no token updates, total=4
[2026-01-20 08:17:13,242][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:17:13,572][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:17:13,890][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:17:13,890][INFO] no token updates, total=4
[2026-01-20 08:18:14,241][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:18:14,553][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:18:14,878][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:18:14,878][INFO] no token updates, total=4
[2026-01-20 08:19:15,214][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:19:15,528][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:19:15,842][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:19:15,842][INFO] no token updates, total=4
[2026-01-20 08:20:16,150][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:20:16,453][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:20:16,771][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:20:16,771][INFO] no token updates, total=4
[2026-01-20 08:21:17,081][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:21:17,378][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:21:17,693][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:21:17,694][INFO] no token updates, total=4
[2026-01-20 08:22:17,992][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:22:18,293][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:22:18,600][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:22:18,601][INFO] no token updates, total=4
[2026-01-20 08:23:18,940][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:23:19,246][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:23:19,574][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:23:19,574][INFO] no token updates, total=4
[2026-01-20 08:24:19,921][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:24:20,237][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:24:20,545][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:24:20,545][INFO] no token updates, total=4
[2026-01-20 08:25:20,878][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:25:21,179][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:25:21,467][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:25:21,468][INFO] no token updates, total=4
[2026-01-20 08:26:21,789][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:26:22,084][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768912584000
[2026-01-20 08:26:22,392][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 08:26:22,392][INFO] no token updates, total=4
